epoch;MAE;MSE;loss;val_MAE;val_MSE;val_loss
0;0.4304617941379547;0.2826051712036133;0.6399960517883301;0.6336132287979126;0.4234675467014313;0.9739106297492981
1;0.22323249280452728;0.08125054091215134;0.2760201394557953;0.5548379421234131;0.32891562581062317;0.8237475156784058
2;0.17700578272342682;0.05026701092720032;0.19187892973423004;0.41508471965789795;0.19324953854084015;0.5632022023200989
3;0.1567109376192093;0.03944797441363335;0.158916175365448;0.2394980788230896;0.07239767163991928;0.25867989659309387
4;0.1456870138645172;0.03434707596898079;0.14264658093452454;0.1305307149887085;0.024570435285568237;0.10044323652982712
5;0.14015448093414307;0.03188750892877579;0.13350510597229004;0.09830572456121445;0.013646312057971954;0.05393467843532562
6;0.13682442903518677;0.030463142320513725;0.12666112184524536;0.09282362461090088;0.013530949130654335;0.050741177052259445
7;0.13175395131111145;0.028331004083156586;0.11908283084630966;0.09451653808355331;0.014789999462664127;0.054889146238565445
8;0.12983670830726624;0.02791445329785347;0.11734044551849365;0.09687969088554382;0.015873586758971214;0.05924088880419731
9;0.12859436869621277;0.027263181284070015;0.1151549443602562;0.0944463238120079;0.014664324931800365;0.05494111031293869
10;0.12565076351165771;0.026323456317186356;0.11037158221006393;0.09477504342794418;0.015108374878764153;0.05621197074651718
11;0.12297698110342026;0.024712741374969482;0.10406024754047394;0.09322357922792435;0.014616568572819233;0.05426895245909691
12;0.12055650353431702;0.023905787616968155;0.1012808308005333;0.09723445028066635;0.015603729523718357;0.05830559879541397
13;0.12011383473873138;0.023514293134212494;0.09930349886417389;0.09001927077770233;0.0136474734172225;0.05056429281830788
14;0.12041334807872772;0.024067511782050133;0.10093127191066742;0.09409251809120178;0.01480267383158207;0.05501386895775795
15;0.11731906235218048;0.022731030359864235;0.09671778231859207;0.09037469327449799;0.013859051279723644;0.05127175897359848
16;0.11605200916528702;0.02223316766321659;0.09428049623966217;0.09067235887050629;0.013621230609714985;0.051048606634140015
17;0.11421481519937515;0.02163974940776825;0.0916130542755127;0.09039164334535599;0.013454573228955269;0.05040053650736809
18;0.11445556581020355;0.021512476727366447;0.0910210981965065;0.09153538197278976;0.01434237975627184;0.05286843702197075
19;0.1141214519739151;0.02164650708436966;0.09077106416225433;0.09006407856941223;0.013686830177903175;0.050655025988817215
20;0.11273179203271866;0.02094951644539833;0.0885075181722641;0.09143208712339401;0.014123529195785522;0.05217504873871803
21;0.1116923913359642;0.02060527913272381;0.08695504069328308;0.0891299769282341;0.013433832675218582;0.04959165304899216
22;0.11072457581758499;0.020781386643648148;0.08739037811756134;0.08635805547237396;0.012432590126991272;0.04600147530436516
23;0.11031825840473175;0.020109787583351135;0.0846056118607521;0.08724459260702133;0.012850581668317318;0.04745602235198021
24;0.10940635949373245;0.019944673404097557;0.08506446331739426;0.08913786709308624;0.013734165579080582;0.05041175335645676
25;0.10870938003063202;0.019560934975743294;0.08180826902389526;0.08917470276355743;0.01341787725687027;0.049512919038534164
26;0.10806082934141159;0.019458256661891937;0.08150263875722885;0.09282754361629486;0.014478819444775581;0.053648941218853
27;0.10722436010837555;0.018941136077046394;0.08053167164325714;0.08753104507923126;0.013020748272538185;0.04789278283715248
28;0.10700319707393646;0.018981801345944405;0.08026988804340363;0.0847538411617279;0.011985153891146183;0.044275131076574326
29;0.10395395755767822;0.018040409311652184;0.07590440660715103;0.09023725241422653;0.01412071194499731;0.05212334543466568
30;0.10472772270441055;0.0182302538305521;0.07640223950147629;0.08842552453279495;0.013331657275557518;0.04905971512198448
31;0.10511945933103561;0.018434086814522743;0.07764837145805359;0.08905522525310516;0.013454138301312923;0.04970607906579971
32;0.10453983396291733;0.01822577230632305;0.07674558460712433;0.08592880517244339;0.012586629949510098;0.046313367784023285
33;0.10338150709867477;0.017723942175507545;0.07490129768848419;0.08572593331336975;0.012683659791946411;0.04654749482870102
34;0.10349638760089874;0.018122266978025436;0.07634413987398148;0.08926038444042206;0.013751399703323841;0.050430696457624435
35;0.10294965654611588;0.017704270780086517;0.07444602996110916;0.08666166663169861;0.012526937760412693;0.046497248113155365
36;0.10201968997716904;0.017389724031090736;0.07293077558279037;0.08958229422569275;0.013553595170378685;0.0501311719417572
37;0.10212678462266922;0.017431683838367462;0.07310373336076736;0.0852038562297821;0.012469200417399406;0.0458185151219368
38;0.1007235050201416;0.017102794721722603;0.07217904180288315;0.08553195744752884;0.012463245540857315;0.04589974135160446
39;0.09969861060380936;0.016677267849445343;0.07029830664396286;0.08558095991611481;0.012329736724495888;0.045481856912374496
40;0.09859935194253922;0.016443204134702682;0.06950756907463074;0.08685153722763062;0.013175752013921738;0.048247840255498886
41;0.09846466034650803;0.016261190176010132;0.06842521578073502;0.08360488712787628;0.011936766095459461;0.043888576328754425
42;0.0995463952422142;0.01656353287398815;0.06977217644453049;0.08453439176082611;0.012397282756865025;0.04542097821831703
43;0.09833649545907974;0.016078390181064606;0.06780895590782166;0.08412189036607742;0.012369860894978046;0.0451718233525753
44;0.09843441843986511;0.01625974476337433;0.068301260471344;0.08351811021566391;0.012170733883976936;0.04456614330410957
45;0.0974462553858757;0.015890318900346756;0.06692320108413696;0.08593714982271194;0.012900859117507935;0.04722714051604271
46;0.09590189158916473;0.015574561432003975;0.06562186777591705;0.08522269129753113;0.012769403867423534;0.046769797801971436
47;0.09744220227003098;0.01590440608561039;0.06726421415805817;0.08492973446846008;0.012089383788406849;0.04485940933227539
48;0.09721546620130539;0.01593940146267414;0.06673751771450043;0.0818263441324234;0.011466415598988533;0.042142972350120544
49;0.09591556340456009;0.015551253221929073;0.06529291719198227;0.08417677134275436;0.012436518445611;0.0456773079931736
50;0.09625902026891708;0.015650680288672447;0.06619932502508163;0.08561967313289642;0.0125634940341115;0.04613117128610611
51;0.09485257416963577;0.014963158406317234;0.06339726597070694;0.08491121977567673;0.012542634271085262;0.04604504257440567
52;0.09563393145799637;0.015410052612423897;0.06447605043649673;0.08300860226154327;0.012051732279360294;0.044035352766513824
53;0.0944579616189003;0.015028893016278744;0.06304167956113815;0.08463552594184875;0.012310756370425224;0.045313913375139236
54;0.0942193791270256;0.015114457346498966;0.06346005946397781;0.08454708009958267;0.012574540451169014;0.04597954824566841
55;0.09292815625667572;0.014622281305491924;0.061365943402051926;0.08333944529294968;0.012020816095173359;0.044177763164043427
56;0.09459817409515381;0.0149371437728405;0.0628039538860321;0.08542624115943909;0.012870277278125286;0.04704529047012329
57;0.09326931834220886;0.01459022331982851;0.06135870888829231;0.08390657603740692;0.01224168948829174;0.04483236372470856
58;0.09337490797042847;0.014506863430142403;0.06107480451464653;0.08241528272628784;0.011763888411223888;0.04311753064393997
59;0.09371434152126312;0.015013908967375755;0.06333606690168381;0.08620426803827286;0.013024339452385902;0.04773882403969765
60;0.09366358071565628;0.01469231303781271;0.06189107149839401;0.08255405724048615;0.011912004090845585;0.043640654534101486
61;0.09247943758964539;0.014435883611440659;0.06077500060200691;0.08297840505838394;0.012157360091805458;0.04446171596646309
62;0.09215524047613144;0.01423185970634222;0.06017366796731949;0.0833798199892044;0.012045931071043015;0.044023409485816956
63;0.09234688431024551;0.014385630376636982;0.06045900657773018;0.08245761692523956;0.011854082345962524;0.0433681458234787
