epoch;MAE;MSE;loss;val_MAE;val_MSE;val_loss
0;0.41441893577575684;0.2517718970775604;0.2517718970775604;0.6595166325569153;0.45742303133010864;0.45742303133010864
1;0.2344931662082672;0.08248433470726013;0.08248433470726013;0.5892382264137268;0.37148523330688477;0.37148523330688477
2;0.19016586244106293;0.05561336502432823;0.05561336502432823;0.4590320289134979;0.23654942214488983;0.23654942214488983
3;0.16602066159248352;0.042785316705703735;0.042785316705703735;0.28233882784843445;0.09789327532052994;0.09789327532052994
4;0.15453621745109558;0.03742498904466629;0.03742498904466629;0.1473292112350464;0.030827822163701057;0.030827822163701057
5;0.147499218583107;0.03491032496094704;0.03491032496094704;0.09958086907863617;0.014411840587854385;0.014411840587854385
6;0.1462736427783966;0.034151092171669006;0.034151092171669006;0.09324110299348831;0.013447101227939129;0.013447101227939129
7;0.14173659682273865;0.03206239268183708;0.03206239268183708;0.09523423761129379;0.014399956911802292;0.014399956911802292
8;0.13678047060966492;0.03046426735818386;0.03046426735818386;0.09951910376548767;0.015419642440974712;0.015419642440974712
9;0.13834701478481293;0.03107304498553276;0.03107304498553276;0.09532121568918228;0.014799077063798904;0.014799077063798904
10;0.13537392020225525;0.029584988951683044;0.029584988951683044;0.09574823826551437;0.01504512969404459;0.01504512969404459
11;0.13264760375022888;0.028627391904592514;0.028627391904592514;0.09662801027297974;0.015298610553145409;0.015298610553145409
12;0.12846393883228302;0.026493309065699577;0.026493309065699577;0.09299314022064209;0.014169637113809586;0.014169637113809586
13;0.128427654504776;0.02703164890408516;0.02703164890408516;0.09245333075523376;0.014175576157867908;0.014175576157867908
14;0.12601730227470398;0.025658780708909035;0.025658780708909035;0.09656325727701187;0.01569928042590618;0.01569928042590618
15;0.12404294312000275;0.025085512548685074;0.025085512548685074;0.09162770956754684;0.014041770249605179;0.014041770249605179
16;0.12213311344385147;0.02459520846605301;0.02459520846605301;0.09169968217611313;0.013859686441719532;0.013859686441719532
17;0.1226656511425972;0.024221550673246384;0.024221550673246384;0.089970663189888;0.013195499777793884;0.013195499777793884
