epoch;MAE;MSE;loss;val_MAE;val_MSE;val_loss
0;0.4449155926704407;0.293350487947464;0.293350487947464;0.4881151616573334;0.28334447741508484;0.28334447741508484
1;0.2638191878795624;0.11180701106786728;0.11180701106786728;0.2850566804409027;0.11577710509300232;0.11577710509300232
2;0.22518420219421387;0.08106142282485962;0.08106142282485962;0.1880299597978592;0.05633368715643883;0.05633368715643883
3;0.20698708295822144;0.06822050362825394;0.06822050362825394;0.16698819398880005;0.043626539409160614;0.043626539409160614
4;0.19587096571922302;0.06086569279432297;0.06086569279432297;0.16474659740924835;0.041443269699811935;0.041443269699811935
5;0.1851411759853363;0.054563913494348526;0.054563913494348526;0.15453362464904785;0.0371466726064682;0.0371466726064682
6;0.18182872235774994;0.052074164152145386;0.052074164152145386;0.14995110034942627;0.035068757832050323;0.035068757832050323
7;0.17571455240249634;0.04828214645385742;0.04828214645385742;0.1467825472354889;0.03391960263252258;0.03391960263252258
8;0.17236945033073425;0.04693049564957619;0.04693049564957619;0.14411896467208862;0.032932210713624954;0.032932210713624954
9;0.16791893541812897;0.04453868418931961;0.04453868418931961;0.1429741382598877;0.03231554850935936;0.03231554850935936
10;0.16522866487503052;0.04303146153688431;0.04303146153688431;0.13930800557136536;0.030829785391688347;0.030829785391688347
11;0.1610129177570343;0.04100818186998367;0.04100818186998367;0.13739077746868134;0.030080346390604973;0.030080346390604973
12;0.1586952954530716;0.03980733081698418;0.03980733081698418;0.13533808290958405;0.02960711158812046;0.02960711158812046
13;0.15590262413024902;0.03871121630072594;0.03871121630072594;0.13788442313671112;0.030189143493771553;0.030189143493771553
14;0.15418581664562225;0.03777041658759117;0.03777041658759117;0.1313571184873581;0.027954602614045143;0.027954602614045143
15;0.1490672528743744;0.035652752965688705;0.035652752965688705;0.12788285315036774;0.026873495429754257;0.026873495429754257
16;0.151408851146698;0.036169521510601044;0.036169521510601044;0.13247255980968475;0.028613952919840813;0.028613952919840813
17;0.1467720866203308;0.03421007841825485;0.03421007841825485;0.1307907998561859;0.027784446254372597;0.027784446254372597
18;0.14661943912506104;0.03436332941055298;0.03436332941055298;0.12990710139274597;0.02727579139173031;0.02727579139173031
19;0.14646288752555847;0.033905938267707825;0.033905938267707825;0.12981776893138885;0.027390021830797195;0.027390021830797195
20;0.14000481367111206;0.031042011454701424;0.031042011454701424;0.12479454278945923;0.02587629109621048;0.02587629109621048
21;0.1405327022075653;0.03135945275425911;0.03135945275425911;0.13421957194805145;0.028895629569888115;0.028895629569888115
22;0.1403367519378662;0.031286224722862244;0.031286224722862244;0.12873399257659912;0.026985537260770798;0.026985537260770798
23;0.13862018287181854;0.030507266521453857;0.030507266521453857;0.1291440725326538;0.02725650742650032;0.02725650742650032
24;0.13725657761096954;0.029798144474625587;0.029798144474625587;0.12479092925786972;0.025372551754117012;0.025372551754117012
25;0.13551223278045654;0.029375199228525162;0.029375199228525162;0.12195135653018951;0.024661535397171974;0.024661535397171974
26;0.1364128589630127;0.029258526861667633;0.029258526861667633;0.1251295655965805;0.025808190926909447;0.025808190926909447
27;0.135508194565773;0.029177071526646614;0.029177071526646614;0.12077843397855759;0.024261509999632835;0.024261509999632835
28;0.13364851474761963;0.028435267508029938;0.028435267508029938;0.11699900031089783;0.023067547008395195;0.023067547008395195
29;0.13560155034065247;0.02914436161518097;0.02914436161518097;0.11788167804479599;0.023235972970724106;0.023235972970724106
30;0.1317453682422638;0.027586814016103745;0.027586814016103745;0.12278398871421814;0.024826297536492348;0.024826297536492348
31;0.1301916241645813;0.02681744284927845;0.02681744284927845;0.12269578874111176;0.02478879876434803;0.02478879876434803
32;0.13002319633960724;0.02649991773068905;0.02649991773068905;0.1226237416267395;0.02480176091194153;0.02480176091194153
33;0.12808291614055634;0.02592431753873825;0.02592431753873825;0.12378370761871338;0.025270681828260422;0.025270681828260422
34;0.12856580317020416;0.026312759146094322;0.026312759146094322;0.1189427524805069;0.023663083091378212;0.023663083091378212
35;0.12832914292812347;0.025710323825478554;0.025710323825478554;0.11554368585348129;0.02249990589916706;0.02249990589916706
36;0.127638578414917;0.025315871462225914;0.025315871462225914;0.11900386214256287;0.023508552461862564;0.023508552461862564
37;0.12476637214422226;0.024683693423867226;0.024683693423867226;0.1206575259566307;0.024121418595314026;0.024121418595314026
38;0.12634862959384918;0.02512068673968315;0.02512068673968315;0.11428498476743698;0.022040752694010735;0.022040752694010735
39;0.12464077025651932;0.024632282555103302;0.024632282555103302;0.1158718541264534;0.02279733680188656;0.02279733680188656
40;0.1226300522685051;0.02386610209941864;0.02386610209941864;0.11153426021337509;0.02148730494081974;0.02148730494081974
41;0.12395374476909637;0.0241863876581192;0.0241863876581192;0.11435355246067047;0.022256331518292427;0.022256331518292427
42;0.12183508276939392;0.02368699572980404;0.02368699572980404;0.1142883226275444;0.022083217278122902;0.022083217278122902
43;0.1190890520811081;0.02242865599691868;0.02242865599691868;0.11421694606542587;0.02189858816564083;0.02189858816564083
44;0.12113749980926514;0.023345736786723137;0.023345736786723137;0.112496517598629;0.021339384838938713;0.021339384838938713
45;0.11781123280525208;0.022335931658744812;0.022335931658744812;0.1130828857421875;0.021806031465530396;0.021806031465530396
46;0.11827044188976288;0.021979857236146927;0.021979857236146927;0.11471151560544968;0.022414663806557655;0.022414663806557655
47;0.11799800395965576;0.022189615294337273;0.022189615294337273;0.11137323826551437;0.0212857685983181;0.0212857685983181
48;0.11580994725227356;0.02120715193450451;0.02120715193450451;0.10781368613243103;0.02009163238108158;0.02009163238108158
49;0.11682496219873428;0.021712783724069595;0.021712783724069595;0.11259117722511292;0.021494954824447632;0.021494954824447632
50;0.11702069640159607;0.02161155827343464;0.02161155827343464;0.10958574712276459;0.020537322387099266;0.020537322387099266
51;0.11332613229751587;0.020449651405215263;0.020449651405215263;0.10835365206003189;0.020264681428670883;0.020264681428670883
52;0.11388833075761795;0.020385175943374634;0.020385175943374634;0.11057963967323303;0.020806213840842247;0.020806213840842247
53;0.11350057274103165;0.020364727824926376;0.020364727824926376;0.11495422571897507;0.022215288132429123;0.022215288132429123
54;0.11330190300941467;0.020466351881623268;0.020466351881623268;0.11034415662288666;0.02105899155139923;0.02105899155139923
55;0.11228133738040924;0.01996251568198204;0.01996251568198204;0.10938438028097153;0.020539740100502968;0.020539740100502968
56;0.11154831945896149;0.01966889202594757;0.01966889202594757;0.1118088960647583;0.021296894177794456;0.021296894177794456
57;0.11044894903898239;0.01947224885225296;0.01947224885225296;0.1114230677485466;0.021393580362200737;0.021393580362200737
58;0.11113542318344116;0.019467219710350037;0.019467219710350037;0.11169608682394028;0.02138160914182663;0.02138160914182663
59;0.10991503298282623;0.01903468929231167;0.01903468929231167;0.10635659843683243;0.01983014866709709;0.01983014866709709
60;0.1099509671330452;0.019049955531954765;0.019049955531954765;0.10825878381729126;0.020550252869725227;0.020550252869725227
61;0.10990750789642334;0.019303394481539726;0.019303394481539726;0.11146419495344162;0.021591268479824066;0.021591268479824066
62;0.10767051577568054;0.018293024972081184;0.018293024972081184;0.11131948977708817;0.021640270948410034;0.021640270948410034
63;0.10903333872556686;0.018993664532899857;0.018993664532899857;0.11163593083620071;0.021610373631119728;0.021610373631119728
