Date,ROC_1,ROC_2,ROC_3,ROC_6,ROC_9,ROC_12,ROC_18,ROC_24,ROC_30
2003-01-02,-11.285818850002084,-14.280895778983494,-14.077834026455015,-3.09160820497677,-10.250977136897854,-9.900641892522987,-15.64784362833721,-2.2333459339284434,-8.206798518749991
2003-01-03,-2.7963729875555954,-13.766598247811768,-16.67792165459463,-6.832765124882378,-18.305193468672385,-5.9451199677960425,-14.542932748060833,-9.43119154063934,-9.95986704645706
2003-01-06,0.9319268208764608,-1.8905063165619018,-12.962966048328962,-8.98794635144845,-6.739046419911487,-6.564141072828522,-19.070827512295054,-9.418182373046879,-1.61927271861666
2003-01-07,0.8831766949101372,1.8233340762821904,-1.024026132855449,-14.957699459939544,-4.083975461887757,-11.170030584998436,-12.621700414556525,-8.485069196610285,5.543887964854166
2003-01-08,1.5917291652894017,2.488963641233455,3.4440857818444526,-13.808237801163227,-3.624005635210825,-15.49155425242159,-8.033139495136654,-9.883513041302738,10.233164312815068
2003-01-09,-5.0137119162517845,-3.501787465796946,-2.649537741690011,-15.269045112126033,-11.399345062353994,-9.210030583275941,-11.13961456042919,-16.147994688706792,0.7478201390026973
2003-01-10,0.2886585353575999,-4.739525888278684,-3.223237138849444,-4.21425648107917,-17.698814474678738,-7.1755763869081335,-13.697659930978078,-19.202659845160042,-6.353483489242118
2003-01-13,2.3848681372701463,2.6804107980630043,-2.4676891937757683,0.8914072554057295,-15.935182602868824,-6.002265633544668,-5.1067079431258104,-13.78116225032009,-8.623854610898062
2003-01-14,-1.3253009187216058,1.0279605392149893,1.3195863704091426,-1.3649143101990502,-14.15094697990813,-10.230182895703576,-7.839460482182892,-20.175441368705414,-10.654546564275568
2003-01-15,3.825806046939584,2.4498016855293736,4.8930943626240175,1.5121411890395287,0.47263033524262976,-13.671739805366512,-9.826796029262985,-11.300417156242693,-7.101234233811205
2003-01-16,-1.9600156625397158,1.7908039866614711,0.4417695262521226,-2.0368211663843616,1.3371147472670541,-15.563809857308808,-17.21284016279071,-9.90633997595889,-11.719024722079485
2003-01-17,2.7588985515513587,0.7448080452876704,4.599109003461943,5.97938458944105,3.171420796332991,-10.20265545307426,-3.7813491432141078,-5.826310367337584,-11.134160805186033
2003-01-21,7.3540830098880905,10.315873251079122,8.153664857090526,13.4457257351841,9.78910097085035,8.664831885881785,5.305341027373656,-2.093683982251504,-8.338871086616507
2003-01-22,5.146792564119496,12.879374971519653,15.993602412609143,16.50602680047011,13.631020167017404,17.544569976354452,9.513025592817147,10.556404275630204,0.4501422156959256
2003-01-23,-5.101687454531179,-0.21746816096611665,7.120622059844428,12.047216233563196,13.525776027404145,10.5178677450116,0.5845810833252196,3.2633189955469932,-10.558804182905934
2003-01-24,14.456954024585201,8.617717960274419,14.208046591570088,23.520187950476522,29.564147303783873,25.387987589254713,6.632829246787697,11.382111025620922,9.561891439897652
2003-01-27,10.092029116878209,26.00798315103825,19.579449682913964,38.704511432385225,39.317265695430414,35.8793485848004,17.116805009539647,14.829525580948989,24.963970967900394
2003-01-28,-7.956178814628689,1.3329104196863062,15.982562690834445,24.24124263537091,29.95523281142727,31.670104351240337,11.56533671866602,19.543247471459747,17.00256223519725
2003-01-29,-2.098340337896387,-9.88757144310255,-0.7933989152143939,13.301921188825027,22.540180119206667,28.536186764568882,23.119342183310998,19.312974498458345,10.929737013311392
2003-01-30,0.19193686981149316,-1.910430956847442,-9.714612468419325,7.96276955435038,25.22990567051462,25.783133231521237,26.9043732072237,18.233295452769926,19.35975597567461
2003-01-31,-0.47892598975682876,-0.28790835549880045,-2.3802073962355785,13.221937155323648,21.284043388988817,26.862028748254517,25.13047076366075,13.883811182108019,16.91673013763959
2003-02-03,-0.481230728787696,-0.9578519795136575,-0.767753580809083,-1.5550611474418163,12.43204163177234,21.599373498411566,23.438127710695046,4.974623548752932,9.65005109186099
2003-02-04,5.609277363289156,5.101053068166395,4.5976968095148285,-5.563564086421757,12.926570365614577,30.98759704808629,28.319613946072607,10.60093650686429,8.44091133511884
2003-02-05,0.8547088166671157,6.511929168131614,5.999361035149975,3.476356403828884,20.014529936262136,28.560311029922225,36.24742645578287,15.443745446138625,23.69899681027885
2003-02-06,0.9382492433529732,1.8009773590253353,7.511276537632261,6.685854862241025,5.839410447076809,20.87712319564059,37.12992965710702,31.350922709033078,27.290066805247925
2003-02-07,1.9790101277643357,2.9358274186669364,3.8156290111235336,8.588756873945691,-1.960220040632188,17.235429345751797,36.58634073320779,37.8038812843968,28.388065743262224
2003-02-10,-0.058796365931446104,1.9190501757963663,2.8753048929033076,9.047165849439875,6.4516171425062385,23.465313587714377,38.3394468890732,36.45123198183402,24.187068455416295
2003-02-11,-0.9120369461099731,-0.9702970674611455,0.9895107830687477,8.57511221198697,7.741522900111963,6.886702826187019,32.026656224973514,34.02308567426295,13.976315312169408
2003-02-12,1.9299332541247605,1.0002946037019012,0.9409101008948761,4.792440750796745,9.610479455808818,-1.0377538480993875,37.265100027508204,34.469255416089254,15.901420858782078
2003-02-13,-1.8351326376724542,0.05938378142056333,-0.853194766715959,1.9975781753139632,8.11678113716039,5.543377515961878,31.128403745171696,38.96907531109053,17.749824509935696
2003-02-14,-3.204753135324512,-4.981074302253797,-3.1472724575008937,-2.188904274771686,5.157957609638419,4.350603624584726,18.231238678790195,34.128286764851204,28.475776746903
2003-02-18,-4.629056931259557,-7.6854602194435735,-9.379554468273687,-8.526897542789735,-5.036623308057675,-0.6704951676847037,7.2388844015898846,24.939763401441482,26.0534855172887
2003-02-19,0.6428764116586771,-4.015939634694188,-7.091991818663102,-7.884678082326301,-5.236081724113806,0.44914786431109466,13.730471067988415,27.43182684099901,25.69249160069813
2003-02-20,-0.4790789558889563,0.16071757016911103,-4.475779068912122,-7.482186564518556,-6.566712824315058,0.4513197536507363,-1.1107596919308294,22.14817549132544,23.995228364590048
2003-02-21,-2.920410307664645,-3.385498192343961,-2.764386349980985,-11.884653694844683,-11.055567501020969,-7.661777930810754,-12.799074091892527,20.951618245356695,18.488050083850858
2003-02-24,5.7190067511944775,2.631577980871902,2.1398916886687935,-5.1038610734829515,-5.913509964619501,-3.2082365130712276,0.15659015528552978,24.435792190142315,31.876286772108564
2003-02-25,-0.7504683381911681,4.925619078076582,1.8613604831394959,-2.697728968673996,-5.760096545365789,-4.827582538728614,1.5355071616181215,15.041680302930382,30.50986911760969
2003-02-26,0.6301221310072158,-0.1250750742690987,5.586778624983868,2.667952129290163,-6.961844362137759,-6.086438958054819,1.9795684715024242,10.099966501409119,28.27309647944034
2003-02-27,-4.4145266870256545,-3.81222146565261,-4.534080288762333,-2.4912130073503236,-9.406528203346676,-10.179466963702023,-2.0532543730572006,10.8972027794219,24.257228595231894
2003-02-28,-2.9479250102755095,-7.2323147610090395,-6.647765045895049,-4.910143434331815,-9.166155331156546,-12.0249439065082,-4.480984127932796,-5.966363232178084,16.150524872282013
2003-03-03,2.699970189227918,-0.3275479175258167,-4.7276149143195,0.595042331159612,-2.1857932878005637,-11.360330084081127,-7.11232642165891,-12.280191669576169,21.671331574139142
2003-03-04,4.600721671015395,7.424909973850058,4.258104185464995,-0.46904196584547364,1.660812732779826,-5.548963789015337,-3.662230503306818,-0.31318628410260674,23.852136104238287
2003-03-05,-4.555453240386376,-0.164315293814421,2.531218431464155,-4.284816068553021,-2.5032114584887855,-6.866952312891261,-8.905545574939532,-2.815102564529681,10.112355899777015
2003-03-06,3.2587284589043364,-1.445174632658608,3.089058575848047,-1.784595132415323,3.7024821131682595,0.8357448530403655,-7.762415797087263,0.15964605650184982,8.135127858434089
2003-03-07,-0.924453005320458,2.304150040410291,-2.3562676776553215,1.8015041752066585,-2.8142577592649376,-0.7345881384843711,-8.56134631086023,-0.28873966110877225,12.895020517680589
2003-03-10,7.175036856689454,6.184254007514478,9.644510511732607,12.41985257089424,4.946444907039593,6.899876560998974,-1.0985716405350066,7.382336820547031,5.712475821435592
2003-03-11,0.9006281137565297,8.140285369549737,7.14057925148881,10.450214503070177,5.228553689325155,11.10744003422004,-2.0972944430542317,2.594634714189392,-3.1132835373648415
2003-03-12,-0.2975373014053484,0.6004111077658303,7.818527682729126,5.278034564417133,9.760882960579863,4.784236401492725,-0.5638054513494195,1.4225102693171676,4.948318199988577
2003-03-13,-5.222316264715632,-5.50431522723609,-4.653260523885827,4.542465787482319,7.18866395020219,0.06301341495873469,-2.6364154848647514,-4.767611148387485,1.5994881520763338
2003-03-14,-2.4559215397492173,-7.5499818144458715,-7.825055103703926,-1.243230113367766,1.8074243560457726,-3.005638621695206,-0.41787549201132146,-8.909141219740812,-1.085568824715144
2003-03-17,2.485476014013166,-0.031486866529506496,-5.252158787493122,2.155727406494967,-0.25133497925794446,3.9960671009357185,1.4053035501844446,-6.590178193153406,1.8607633053782546
2003-03-18,-4.157479353777072,-1.7753364918895786,-4.18765716033146,-8.6460550866999,0.16458573334574567,2.699970189227918,-2.3427456540791813,-9.649643618027392,-1.9019991743430942
2003-03-19,3.6477180388419628,-0.6614144392839583,1.807622277487586,-6.158880265496569,0.5419192596301414,3.6477180388419628,4.264465836454034,-8.127004854988174,-3.7240459966811246
2003-03-20,-3.4876358577662248,0.03286305876288864,-4.1259825698972685,-9.161438201275097,-2.059200100448777,-4.366947511718977,-4.815506661108038,-9.673590964623724,-7.869250331188216
2003-03-21,-5.814718878809866,-9.099558515930417,-5.7837667145290155,-9.729219553902634,-13.929754145004525,-5.6287002360453915,-9.672336852433649,-12.109132387891808,-14.032979346187169
