Date,MACD_3,MACD_signal_3,MACD_hist_3,MACD_6,MACD_signal_6,MACD_hist_6,MACD_9,MACD_signal_9,MACD_hist_9,MACD_12,MACD_signal_12,MACD_hist_12,MACD_18,MACD_signal_18,MACD_hist_18,MACD_24,MACD_signal_24,MACD_hist_24,MACD_30,MACD_signal_30,MACD_hist_30
2003-01-16,-0.20229330665340584,-0.3110261067164647,0.10873280006305885,-0.640543252613174,-0.7152055189795964,0.07466226636642237,-0.9220584091428847,-0.8726834491410084,-0.049374960001876356,-1.1848817380977152,-1.103308629098334,-0.0815731089993812,-1.6032441310522358,-1.5187815513845215,-0.08446257966771431,-1.8328456091130363,-1.6049861148020905,-0.22785949431094576,-1.8117231717397537,-1.3086705106205934,-0.5030526611191604
2003-01-17,-0.02602489535695085,-0.16852550103670777,0.14250060567975692,-0.5088948714422976,-0.6562596196832253,0.1473647482409277,-0.8332812300780859,-0.8648030053284239,0.03152177525033806,-1.120835033194556,-1.1060049989592913,-0.014830034235264744,-1.5656623040869988,-1.5237163674584666,-0.04194593662853219,-1.8136456045230602,-1.621678873979768,-0.19196673054329216,-1.809471571703405,-1.3409802564969038,-0.4684913152065011
2003-01-21,0.4386658116235935,0.13507015529344285,0.3035956563301507,-0.19531346903131208,-0.5245607194969644,0.3292472504656523,-0.6034611956812519,-0.8125346433989895,0.20907344771773761,-0.9427841566585613,-1.0808941001437944,0.1381099434852331,-1.4477860036591643,-1.5157236975848558,0.06793769392569149,-1.7324386145110502,-1.6305396532222707,-0.10189896128877951,-1.7561318556735621,-1.3677642306373334,-0.3883676250362287
2003-01-22,0.9106241013031529,0.5228471282982978,0.38777697300485503,0.18408389096527245,-0.3220908307934681,0.5061747217587406,-0.30324935414824594,-0.7106775855488408,0.4074282314005948,-0.7000764988821544,-1.022306776872773,0.32223027799061854,-1.2790463442712792,-1.4908102919729003,0.2117639477016211,-1.6098437681694406,-1.6288839824180443,0.019040214248603693,-1.6676047098425144,-1.387108777682829,-0.2804959321596854
2003-01-23,0.7683142437978248,0.6455806860480613,0.12273355774976347,0.27739362550540747,-0.15080955756521797,0.42820318307062544,-0.18264745484468037,-0.6050715594080087,0.42242410456332835,-0.5851398504237935,-0.955050326649853,0.36991047622605955,-1.1883536412721583,-1.4589727497938747,0.27061910852171644,-1.542592969452862,-1.6219807013808298,0.07938773192796789,-1.6220197572409383,-1.4022643247510942,-0.21975543248984408
2003-01-24,1.4345402811387054,1.0400604835933833,0.39447979754532203,0.7772770053000215,0.11435803182485044,0.662918973475171,0.23141550615382656,-0.43777414629564165,0.6691896524494683,-0.23841071199170472,-0.8447980782409071,0.6063873662492024,-0.936266147273443,-1.4039510021601451,0.4676848548867021,-1.3510539990208947,-1.600306565192035,0.24925256617114022,-1.474153912721853,-1.4069023626846915,-0.06725155003716154
2003-01-27,2.2755652361366643,1.657812859865024,0.6177523762716404,1.4570165218227729,0.49797474325282826,0.9590417785699445,0.8068616810516467,-0.18884698082618395,0.9957086618778306,0.24953935756019874,-0.6764384727330447,0.9259778302932434,-0.575870973441063,-1.3167846833476102,0.7409137099065473,-1.0720547578495143,-1.5580464206046334,0.48599166275511907,-1.2522141933305946,-1.3969224807908789,0.1447082874602843
2003-01-28,1.9452123313381087,1.8015125956015663,0.14369973573654238,1.584317694512027,0.8083584436125992,0.7759592508994277,1.0283440125894394,0.05459121785694071,0.9737527947324986,0.48316099452583217,-0.49803855469321745,0.9811995492190496,-0.37172975321971435,-1.217305217018358,0.8455754637986437,-0.9040120116905506,-1.5057236678915067,0.6017116562009561,-1.1164173991544644,-1.37882537874982,0.26240797959535556
2003-01-29,1.4970259352689652,1.6492692654352656,-0.15224333016630043,1.5587649734617663,1.0227603092837898,0.5360046641779765,1.1367037361971448,0.27101372152498154,0.8656900146721633,0.6330864650735464,-0.3240193208829461,0.9571057859564924,-0.21820177883476433,-1.112136434051664,0.8939346552168996,-0.7705617297407201,-1.4469107128394438,0.6763489830987237,-1.0063985216345834,-1.354797839581095,0.34839931794651147
2003-01-30,1.1741342835227329,1.4117017744789992,-0.2375674909562664,1.5092774780018061,1.1617652146317945,0.3475122633700116,1.2134333489997573,0.45949764701993673,0.7539357019798205,0.7576119941991166,-0.15761450317801337,0.91522649737713,-0.07909152135426467,-1.003394864294043,0.9243033429397782,-0.6455247592866336,-1.382799836555219,0.7372750772685854,-0.901445955368839,-1.3255493309222397,0.4241033755534007
2003-01-31,0.895215624296668,1.1534586993878335,-0.2582430750911655,1.4211311660445958,1.2358697721783092,0.1852613938662866,1.247755060697397,0.6171491297554288,0.6306059309419683,0.847117854285873,-0.0030402943374154556,0.8501581486232885,0.03795958768147045,-0.8937786061913573,0.9317381938728277,-0.5351091484714274,-1.3149845815085157,0.7798754330370883,-0.8067905432471854,-1.292081022039978,0.48529047879279275
2003-02-03,0.6597174942183699,0.9065880968031017,-0.2468706025847318,1.3084342232240367,1.2566024724770886,0.051831750746948124,1.2484600782336202,0.7434113194510671,0.5050487587825531,0.9068556512188017,0.13694369728661798,0.7699119539321837,0.1351287453497676,-0.7854725691870283,0.920601314536796,-0.43822751538870364,-1.2448440162189307,0.8066165008302271,-0.7218123142318937,-1.2552894925039726,0.5334771782720789
2003-02-04,0.8419005649972213,0.8742443309001615,-0.03234376590294019,1.391546365563869,1.295157870501883,0.09638849506198599,1.373588225513032,0.8694467006634601,0.504141524849572,1.0587490705883447,0.2787599085638067,0.7799891620245379,0.2942825471117345,-0.6718141358924218,0.9660966830041563,-0.29331875585671696,-1.1687219953899537,0.8754032395332367,-0.5966837032095675,-1.2127987964204625,0.616115093210895
2003-02-05,0.9179969125701177,0.8961206217351396,0.021876290834978107,1.445758841932392,1.3381867194820283,0.10757212245036363,1.478306060930759,0.9912185727169198,0.4870874882138392,1.1957927734770522,0.4198418877812291,0.775950885695823,0.4461243769547636,-0.5541363976979812,1.0002607746527448,-0.1516039800677902,-1.0873525541641806,0.9357485740963905,-0.47240755575469606,-1.1650316196033164,0.6926240638486203
2003-02-06,0.9430829181182503,0.919601769926695,0.023481148191555334,1.481985496501725,1.3792720843447988,0.1027134121569262,1.5682323063346786,1.1066213194404715,0.4616109868942071,1.3214284345977951,0.5585475103683931,0.762880924229402,0.5923023635051798,-0.43345863336080637,1.0257609968659862,-0.012088403176335305,-1.001331422085153,0.9892430189088177,-0.3482801723582263,-1.1123379778455686,0.7640578054873424
2003-02-07,1.011677536814318,0.9656396533705065,0.046037883443811545,1.543772166743551,1.4262721078872995,0.11750005885625159,1.6734653091502878,1.2199901173824348,0.453475191767853,1.4584684143933018,0.696996880218379,0.7614715341749227,0.747817503297405,-0.3091137768704683,1.0569312801678734,0.13639089483595512,-0.9103136367314644,1.0467045315674195,-0.2153100087612394,-1.0544652056465798,0.8391551968853403
2003-02-10,0.9596694222300073,0.9626545378002569,-0.002985115570249608,1.5461491965269794,1.4605227046414937,0.08562649188548566,1.7352468149389821,1.3230414568937443,0.41220535804523784,1.5618943026312309,0.8300580221280486,0.7318362805031823,0.8823897123173055,-0.1836923569559658,1.0660820692732713,0.271009529053984,-0.8158077834686285,1.0868173125226126,-0.09198310069829674,-0.992369585972497,0.9003864852742003
2003-02-11,0.795931698792927,0.879293118296592,-0.08336141950366494,1.4751714547393142,1.4647080618122996,0.010463392927014592,1.7391467818335293,1.4062625218817013,0.332884259951828,1.6186256320524066,0.9513761159625652,0.6672495160898414,0.9857584409412894,-0.06059227296678105,1.0463507139080703,0.38345625684266693,-0.7198666602437248,1.1033229170863916,0.014687146795203887,-0.9273981838584519,0.9420853306536557
2003-02-12,0.7836633608154813,0.8314782395560366,-0.047814878740555344,1.461898828607488,1.463905423753782,-0.002006595146293977,1.7742349484810411,1.4798570072015693,0.2943779412794718,1.6956820592746062,1.0658847226259562,0.62979733664865,1.1017649091385664,0.06176111462325551,1.0400037945153109,0.5062285469146204,-0.6217790436710572,1.1280075905856775,0.13076625015957077,-0.8591295106959987,0.9898957608555695
2003-02-13,0.5890812760980211,0.7102797578270288,-0.12119848172900771,1.3466263059700267,1.4303971043869947,-0.083770798416968,1.731249980181655,1.5301356017975865,0.20111437838406854,1.7096951459704286,1.1649324800635674,0.5447626659068612,1.1745109225305619,0.17889267335034037,0.9956182491802215,0.5972064665005483,-0.5242602028573288,1.121466669357877,0.22211496060320357,-0.7893718028702438,1.0114867634734472
2003-02-14,0.232555007134863,0.4714173824809459,-0.2388623753460829,1.1136814867215037,1.3399069279111402,-0.2262254411896365,1.5916889617412266,1.5424462737863145,0.04924268795491216,1.6431393029163637,1.2385027605024592,0.40463654241390445,1.1897206791189596,0.2852956213259845,0.9044250577929751,0.6445971561642203,-0.43075161413560487,1.0753487702998252,0.27864903567703436,-0.7204672326413871,0.9991162683184215
2003-02-18,-0.2591816668448885,0.10611785781802868,-0.3652995246629172,0.757357317028184,1.1734641819445812,-0.41610686491639726,1.343751671367972,1.502707353302646,-0.15895568193467402,1.4831785620871116,1.2761451915154827,0.20703337057162896,1.1357752117648907,0.37481978874060623,0.7609554230242845,0.6383552987585546,-0.3452230611040721,0.9835783598626266,0.29155392742614694,-0.6551755448950946,0.9467294723212415
2003-02-19,-0.43448096588941354,-0.1641815540356924,-0.27029941185372114,0.5145316573175087,0.9851977463368462,-0.4706660890193375,1.150139723842127,1.4321938274105421,-0.2820541035684152,1.3526021967949298,1.2879078077123207,0.06469438908260905,1.0930422320363604,0.4504221511927909,0.6426200808435696,0.6379607787185293,-0.26656835391826394,0.9045291326367932,0.30843770892347777,-0.5930069478745414,0.9014446567980192
2003-02-20,-0.5138660758656854,-0.3390238149506889,-0.17484226091499655,0.31728107922855386,0.7943644128773342,-0.4770833336487803,0.973376664628951,1.340430394854224,-0.367053730225273,1.2256343200133237,1.2783272711432443,-0.05269295112992056,1.045572094083603,0.5130695136023501,0.532502580481253,0.6316908812594413,-0.19470761510404752,0.8263984963634888,0.3198829661752782,-0.5341108243874563,0.8539937905627345
2003-02-21,-0.692861612067464,-0.5159427135090764,-0.1769188985583876,0.07196511431315145,0.5879646132875677,-0.5159994989744162,0.7512018963392677,1.2225846951512327,-0.471382798811965,1.0553138156990585,1.2440175087672156,-0.18870369306815715,0.9619307720836048,0.5603180671266927,0.40161270495691204,0.5957239132606134,-0.13147309283487463,0.727197006095488,0.3064594282875568,-0.47988048550519735,0.7863399137927541
2003-02-24,-0.37735063203165353,-0.44664667277036496,0.06929604073871143,0.09280920834078188,0.44649164044562883,-0.35368243210484696,0.7065783018025087,1.119383416481488,-0.4128051146789793,1.013900858414594,1.2086149471745047,-0.1947140887599106,0.9580975498729671,0.6021895916263006,0.35590795824666654,0.6172904508930479,-0.07157200933664082,0.6888624602296887,0.3387131902558629,-0.42706799029480635,0.7657811805506692
2003-02-25,-0.24371726527556703,-0.345181969022966,0.10146470374739897,0.0782617133877217,0.3412830898576554,-0.2630213764699337,0.6444193408448804,1.0243906013541664,-0.379971260509286,0.9578613111086725,1.1700374647028382,-0.21217615359416575,0.9416683068275375,0.6379241932264308,0.30374411360110676,0.6282138779332449,-0.015589138355049964,0.6438030162882948,0.3620680368178242,-0.3761559885456044,0.7382240253634286
2003-02-26,-0.12007571542270767,-0.23262884222283683,0.11255312680012916,0.08849410502115873,0.26905766561865635,-0.18056356059749762,0.604329966872168,0.9403784744577667,-0.3360485075855987,0.917319504934234,1.1311577785845914,-0.21383827365035746,0.9327338671332086,0.6689567904797759,0.26377707665343275,0.643501230810525,0.03713809117819603,0.606363139632329,0.38858797998242167,-0.3268176679954092,0.7154056479778308
2003-02-27,-0.3331216837419433,-0.2828752629823901,-0.05024642075955321,-0.0632833382538891,0.17410309308364336,-0.23738643133753246,0.4535553416940381,0.843013847905021,-0.3894585062109829,0.7899901040022712,1.0786704440334653,-0.28868034003119414,0.8624161126539178,0.6893209296560013,0.17309518299791649,0.6111686534224603,0.08306053615773717,0.5281081172647231,0.37607510631207575,-0.2814697470723456,0.6575448533844214
2003-02-28,-0.5887343190116034,-0.43580479099699676,-0.15292952801460669,-0.2666535096095082,0.04817263517131434,-0.3148261447808225,0.2584633587442582,0.7261037500728684,-0.46764039132861024,0.6228364881939221,1.008542143135074,-0.38570565494115194,0.7595236780093622,0.6967106926405656,0.06281298536879654,0.551773908546803,0.12055760594886245,0.4312163025979405,0.3405782598186704,-0.24133761759550587,0.5819158774141763
2003-03-03,-0.504329409538272,-0.4700671002676344,-0.034262309270637614,-0.31178205623929856,-0.054671562374575045,-0.2571104938647235,0.16648581828069808,0.6141801637144344,-0.4476943454337363,0.5291442553058765,0.9347886219305821,-0.4056443666247056,0.6999532203012961,0.6970520113416951,0.0029012089596009982,0.5222452794793604,0.15269261983130228,0.3695526596480581,0.3280453804939185,-0.20460323062199462,0.5326486111159131
2003-03-04,-0.14346877652196,-0.3067679383947972,0.16329916187283722,-0.1797282035481551,-0.0904020312813122,-0.0893261722668429,0.20420724967171466,0.5321855809058904,-0.32797833123417575,0.5345370162699687,0.8732114518289493,-0.3386744355589806,0.7042732345389773,0.6978121400993038,0.006461094439673465,0.5392429593837562,0.1836166469954986,0.3556263123882576,0.3525056092535266,-0.16866072482357392,0.5211663340771004
2003-03-05,-0.2487783231402645,-0.27777313076753085,0.02899480762726636,-0.2451051752599369,-0.13460292956091927,-0.11050224569901765,0.11576435300942833,0.448901335326598,-0.33313698231716965,0.4455045506407309,0.807410390107685,-0.3619058394669541,0.6446885107940972,0.6922201791198084,-0.04753166832571121,0.5073702671514688,0.2095169366079762,0.2978533305434926,0.3370758734182715,-0.13603255719506777,0.4731084306133393
2003-03-06,-0.08142430397246869,-0.17959871736999977,0.09817441339753108,-0.17425190315054095,-0.14593120772938262,-0.028320695421158337,0.12412672623707621,0.38394641350869363,-0.2598196872716174,0.42986972728822437,0.7493272112123833,-0.31945748392415896,0.6318345175852045,0.6858637936951132,-0.05402927610990871,0.5091204870269088,0.23348522064149083,0.275635266385418,0.3481514056496344,-0.10479488217282891,0.4529462878224633
2003-03-07,-0.05258061355959853,-0.11608966546479915,0.06350905190520062,-0.1531867327223786,-0.1480042148702386,-0.005182517852139995,0.106129917399155,0.3283831142867859,-0.2222531968876309,0.39602450897291064,0.6949729493293875,-0.29894844035647683,0.6062910282464102,0.6774877131215655,-0.07119668487515529,0.5005459908365637,0.25485008225709666,0.24569590857946705,0.3505057968419365,-0.0754206448170376,0.4259264416589741
2003-03-10,0.4114710968403408,0.1476907156877708,0.26378038115256996,0.11293716919967522,-0.07344953370740608,0.18638670290708131,0.26871224927480597,0.31644894128438994,-0.04773669200958397,0.5036959071878258,0.6655457120768395,-0.1618498048890138,0.6760966162232904,0.6773412818691155,-0.0012446656458250382,0.5632918286446547,0.2795254219681013,0.28376640667655334,0.41040456101394085,-0.04407708315052286,0.4544816441644637
2003-03-11,0.6612980774971966,0.4044943965924837,0.2568036809047129,0.3274687408389454,0.04109854473440863,0.28637019610453673,0.4169608843357757,0.3365513298946671,0.08040955444110864,0.6087573458629159,0.6568090403516205,-0.04805169448870461,0.7485324845307453,0.6848350926756028,0.06369739185514245,0.62918576904611,0.30749824973434203,0.321687519311768,0.47344745598970306,-0.01068840320599216,0.48413585919569524
2003-03-12,0.7083107242490385,0.5564025604207611,0.15190816382827743,0.45658985109518824,0.15981034655177423,0.296779504543414,0.5203810182887949,0.37331726757349265,0.14706375071530225,0.6861204461337458,0.6613184873950244,0.024801958738721375,0.8061724961629686,0.6976074509374308,0.10856504522553778,0.6850245196597555,0.3377003513283751,0.3473241683313804,0.5289219196193642,0.024125166008546958,0.5047967536108172
2003-03-13,0.32421231821972185,0.44030743932024147,-0.11609512110051962,0.34014071082725295,0.21133330777333958,0.12880740305391336,0.4558769333021466,0.38982920071922345,0.06604773258292318,0.6374452367102741,0.6576456795973705,-0.020200442887096437,0.7808043078395457,0.706365014821864,0.0744392930176817,0.6787336665682915,0.36498301654756843,0.31375065002072305,0.5343115655800545,0.05704041759380551,0.47727114798624903
2003-03-14,-0.04209203946102846,0.1991076999296065,-0.24119973939063497,0.1645673842041866,0.19797161532501015,-0.03340423112082355,0.3379220890553931,0.3794477783864574,-0.041525689331064264,0.5442848382701762,0.6402055501624175,-0.09592071189224138,0.7230230696607691,0.7081184942785909,0.014904575382178264,0.6468305913324279,0.3875308225303572,0.25929976880207073,0.5184078964406886,0.08680606139037861,0.43160183505031
2003-03-17,-0.060550676438168693,0.06927851174571889,-0.12982918818388758,0.12467557013718178,0.17702988812848774,-0.052354317991305965,0.3030808990078242,0.36417440251073074,-0.06109350350290654,0.5109042415994054,0.6203130411527233,-0.10940879955331795,0.7022310251116508,0.7074987606820708,-0.00526773557042004,0.6412639371817725,0.4078294717024704,0.23343446547930213,0.5231100874469448,0.1149547082327377,0.4081553792142071
2003-03-18,-0.3285667070369911,-0.12964409764563609,-0.198922609391355,-0.05264899753497332,0.11140734936749887,-0.16405634690247217,0.16703063600443357,0.3247456492094713,-0.15771501320503772,0.39778706893304516,0.5860782761958497,-0.18829120726280457,0.6259155720801637,0.6989110566187122,-0.07299548453854854,0.5927879457898655,0.42262614962946204,0.17016179616040344,0.49251106776061704,0.139313183040988,0.35319788471962904
2003-03-19,-0.20892894309115206,-0.1692865203683941,-0.039642422722757975,-0.050610383972092166,0.06511656841333001,-0.11572695238542217,0.14708212381039942,0.2892129441296569,-0.1421308203192575,0.36984444941962025,0.5528115336148913,-0.18296708419527108,0.6033784743333221,0.6888549953255133,-0.08547652099219116,0.5830829689624721,0.43546269517610287,0.14762027378636927,0.49243925541972544,0.16209551029122912,0.3303437451284963
2003-03-20,-0.3547885772438022,-0.26203754880609814,-0.09275102843770405,-0.1701735976234744,-0.002109193311471247,-0.16806440431200315,0.04202747985098654,0.23977585127392284,-0.1977483714229363,0.27584097189449963,0.5102006779656003,-0.23435970607110068,0.5351146623207299,0.6726718023776413,-0.13755714005691144,0.5379788775093317,0.44366398976276117,0.09431488774657054,0.46316801055520784,0.18151954256632452,0.2816484679888833
2003-03-21,-0.7504182070103056,-0.5062278779082019,-0.2441903291021037,-0.4452994851432699,-0.12873499097769942,-0.3165644941655705,-0.18195585298555272,0.1554295104220277,-0.3373853634075804,0.08579986924677385,0.44490824585501165,-0.3591083766082378,0.39825886173596103,0.6437862296785171,-0.24552736794255603,0.43918607483930217,0.44330575656888443,-0.00411968172958227,0.3893297427205056,0.19492665225369105,0.19440309046681453
2003-03-24,-0.5362871100665032,-0.5212574939873525,-0.015029616079150654,-0.43340389144736235,-0.21578324825474599,-0.21762064319261637,-0.21815987675814696,0.08071163298599278,-0.29887150974413973,0.03366884323393293,0.3816406454517688,-0.34797180221783586,0.3485947651434884,0.6127134439379878,-0.26411867879449935,0.4033713462074644,0.4401110037399708,-0.03673965753250641,0.36506950607052246,0.20590361056445436,0.1591658955060681
2003-03-25,-0.7186010926578454,-0.619929293322599,-0.09867179933524639,-0.5967006010395899,-0.32461677762184427,-0.2720838234177456,-0.3748648623438662,-0.010403666079979015,-0.3644611962638872,-0.11182376370418012,0.30572304404316125,-0.4175468077473414,0.23426244047642442,0.5728764962051917,-0.33861405572876724,0.31745321279849037,0.43029838046465235,-0.11284516766616198,0.29938517836118805,0.2119346794545662,0.08745049890662185
2003-03-26,-0.8526238084417948,-0.7362765508821969,-0.11634725755959785,-0.7526415720884607,-0.44690957604087755,-0.30573199604758317,-0.534848977455205,-0.11529272835502422,-0.41955624910018074,-0.2646243386692788,0.21797729285663198,-0.4826016315259108,0.11036138973594589,0.5241906955242184,-0.4138293057882725,0.2218405409578743,0.4136217533041101,-0.1917812123462358,0.22444537268481568,0.21274182095329197,0.01170355173152371
2003-03-27,-0.9027448988954845,-0.8195107248888407,-0.08323417400664379,-0.8718689221431895,-0.5683265320701095,-0.3035423900730799,-0.6756360103987369,-0.22736138476376674,-0.4482746256349701,-0.40699331460480437,0.12182796863179562,-0.5288212832365999,-0.011070613065783164,0.4678473998831656,-0.47891801294894876,0.12555529927892906,0.3905764369820956,-0.26502113770316654,0.14749805207531708,0.20853254554180972,-0.061034493466492645
2003-03-28,-0.8965832472961459,-0.8580469860924933,-0.03853626120365261,-0.9561033112670465,-0.6791198975549486,-0.2769834137120979,-0.7949917493819569,-0.3408874576874048,-0.45410429169455213,-0.5360131997006512,0.02062163504218842,-0.5566348347428396,-0.12741431537871506,0.4051882719608624,-0.5326025873395774,0.030745150834203372,0.3617899340902642,-0.33104478325606085,0.07033307993756921,0.19961645098669742,-0.1292833710491282
2003-03-31,-0.541899071038717,-0.6999730285656052,0.15807395752688813,-0.8351764298056814,-0.7237074781980152,-0.11146895160766623,-0.7677634642081976,-0.42626265899156335,-0.3415008052166343,-0.5530983354783139,-0.06764297580711963,-0.48545535967119424,-0.17085697720049353,0.34455192994387757,-0.515408907144371,-0.010979005769073069,0.33196841890151724,-0.3429474246705903,0.03499696997972279,0.1889958393088281,-0.1539988693291053
2003-04-01,-0.4862985423877966,-0.5931357854767009,0.1068372430889043,-0.8187286872397621,-0.7508563950670857,-0.06787229217267643,-0.800701184861726,-0.5011503641655959,-0.29955082069613015,-0.6127731528238805,-0.1515091568866213,-0.46126399593725914,-0.24218887068438377,0.2827897404040606,-0.5249786110884443,-0.07434287273957452,0.2994635155702299,-0.3738063883098044,-0.018472322550024955,0.17561079660825693,-0.19408311915828189
2003-04-02,-0.48870643576190886,-0.5409211106193048,0.05221467485739595,-0.8249196800190184,-0.7720173336247808,-0.05290234639423763,-0.8445048108239313,-0.569821253497263,-0.27468355732666827,-0.6796082345776107,-0.2327551688390812,-0.44685306573852945,-0.31897646624573284,0.21944592917776654,-0.5384223954234993,-0.14292887766354312,0.26407212411152803,-0.40700100177507115,-0.07701504211705057,0.15931235540017258,-0.23632739751722315
2003-04-03,-0.41276598437873346,-0.47684354749901914,0.06407756312028567,-0.787720526873585,-0.7765039602672963,-0.01121656660628867,-0.8540433189392012,-0.6266656665856506,-0.22737765235355056,-0.719064951801716,-0.3075720585256404,-0.41149289327607563,-0.377962142194999,0.1565608690332649,-0.534523011228264,-0.19918328653479733,0.227011691259822,-0.42619497779461935,-0.12640094853298578,0.14087923901738816,-0.26728018755037397
2003-04-04,-0.1592932737057211,-0.3180684106023701,0.15877513689664902,-0.6403304735830027,-0.7375972497860696,0.0972667762030669,-0.7783935021862405,-0.6570112337057685,-0.12138226848047196,-0.6901215908179168,-0.36642583272445217,-0.3236957580934646,-0.39015711958914423,0.09901160707301132,-0.48916872666215555,-0.2207017086597851,0.19119461926625345,-0.4118963279260386,-0.14820103699010545,0.12222889862980793,-0.27042993561991335
2003-04-07,-0.1608825902516493,-0.2394755004270097,0.07859291017536041,-0.5981759260398647,-0.6977625858585824,0.09958665981871773,-0.7644980079507739,-0.6785085885547696,-0.08598941939600435,-0.7037136474395211,-0.4183162657575397,-0.2853973816819814,-0.4285148481048431,0.04348250652797401,-0.4719973546328171,-0.2617397642632646,0.154959868583892,-0.4166996328471566,-0.1860182603639906,0.10234198514633706,-0.2883602455103277
