Date,Max_High_3,Max_High_6,Max_High_9,Max_High_12,Max_High_18,Max_High_24,Max_High_30,Max_High_36,Max_High_42,Max_High_48,Max_High_54,Max_High_60
2003-01-02,30.82999992370605,30.82999992370605,30.84000015258789,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,34.43000030517578,36.27000045776367,43.43999862670898
2003-01-03,29.6200008392334,30.82999992370605,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,33.529998779296875,35.61000061035156,42.58000183105469
2003-01-06,28.739999771118164,30.82999992370605,30.82999992370605,30.84000015258789,30.84000015258789,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,33.529998779296875,35.61000061035156,39.38999938964844
2003-01-07,25.690000534057617,30.82999992370605,30.82999992370605,30.84000015258789,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,32.599998474121094,33.529998779296875,35.61000061035156,37.18000030517578
2003-01-08,25.76000022888184,29.6200008392334,30.82999992370605,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,35.61000061035156,37.18000030517578
2003-01-09,25.76000022888184,28.739999771118164,30.82999992370605,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,35.61000061035156,36.27000045776367
2003-01-10,25.76000022888184,25.76000022888184,30.82999992370605,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,34.43000030517578,36.27000045776367
2003-01-13,25.479999542236328,25.76000022888184,29.6200008392334,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,33.529998779296875,35.61000061035156
2003-01-14,25.479999542236328,25.76000022888184,28.739999771118164,30.82999992370605,30.84000015258789,30.84000015258789,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,33.529998779296875,35.61000061035156
2003-01-15,26.01000022888184,26.01000022888184,26.01000022888184,30.82999992370605,30.84000015258789,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,32.599998474121094,33.529998779296875,35.61000061035156
2003-01-16,26.01000022888184,26.01000022888184,26.01000022888184,29.6200008392334,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,35.61000061035156
2003-01-17,26.01000022888184,26.01000022888184,26.01000022888184,28.739999771118164,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,35.61000061035156
2003-01-21,27.700000762939453,27.700000762939453,27.700000762939453,27.700000762939453,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,34.43000030517578
2003-01-22,29.07999992370605,29.07999992370605,29.07999992370605,29.07999992370605,30.82999992370605,30.84000015258789,31.200000762939453,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,33.529998779296875
2003-01-23,29.190000534057617,29.190000534057617,29.190000534057617,29.190000534057617,30.82999992370605,30.84000015258789,30.84000015258789,31.200000762939453,31.200000762939453,31.899999618530277,32.599998474121094,33.529998779296875
2003-01-24,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.40999984741211,32.599998474121094,33.529998779296875
2003-01-27,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469
2003-01-28,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469
2003-01-29,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469
