Date,AROON_down_3,AROON_up_3,AROON_down_6,AROON_up_6,AROON_down_9,AROON_up_9,AROON_down_12,AROON_up_12,AROON_down_18,AROON_up_18,AROON_down_24,AROON_up_24,AROON_down_30,AROON_up_30
2014-07-11,33.333333333333336,66.66666666666667,16.666666666666668,83.33333333333334,44.44444444444444,88.88888888888889,58.333333333333336,91.66666666666667,72.22222222222221,94.44444444444444,79.16666666666667,95.83333333333334,83.33333333333334,96.66666666666667
2014-07-14,100.0,33.333333333333336,0.0,66.66666666666667,33.33333333333333,77.77777777777777,50.0,83.33333333333334,66.66666666666666,88.88888888888889,75.0,91.66666666666667,80.0,93.33333333333334
2014-07-15,66.66666666666667,0.0,0.0,50.0,22.22222222222222,66.66666666666666,41.66666666666667,75.0,61.11111111111111,83.33333333333333,70.83333333333334,87.5,76.66666666666667,90.0
2014-07-16,100.0,0.0,100.0,33.333333333333336,11.11111111111111,55.55555555555556,33.333333333333336,66.66666666666667,55.55555555555556,77.77777777777777,66.66666666666667,83.33333333333334,73.33333333333334,86.66666666666667
2014-07-17,66.66666666666667,100.0,83.33333333333334,100.0,0.0,100.0,25.0,100.0,50.0,100.0,62.50000000000001,100.0,70.0,100.0
2014-07-18,33.333333333333336,66.66666666666667,66.66666666666667,83.33333333333334,77.77777777777777,88.88888888888889,16.666666666666668,91.66666666666667,44.44444444444444,94.44444444444444,58.333333333333336,95.83333333333334,66.66666666666667,96.66666666666667
2014-07-21,0.0,33.333333333333336,50.0,66.66666666666667,66.66666666666666,77.77777777777777,8.333333333333334,83.33333333333334,38.888888888888886,88.88888888888889,54.16666666666667,91.66666666666667,63.333333333333336,93.33333333333334
2014-07-22,0.0,0.0,33.333333333333336,50.0,55.55555555555556,66.66666666666666,0.0,75.0,33.33333333333333,83.33333333333333,50.0,87.5,60.0,90.0
2014-07-23,100.0,33.333333333333336,16.666666666666668,33.333333333333336,44.44444444444444,55.55555555555556,58.333333333333336,66.66666666666667,27.77777777777778,77.77777777777777,45.833333333333336,83.33333333333334,56.66666666666667,86.66666666666667
2014-07-24,66.66666666666667,0.0,0.0,16.666666666666668,33.33333333333333,44.44444444444444,50.0,58.333333333333336,22.22222222222222,72.22222222222221,41.66666666666667,79.16666666666667,53.333333333333336,83.33333333333334
2014-07-25,33.333333333333336,100.0,0.0,0.0,22.22222222222222,33.33333333333333,41.66666666666667,50.0,16.666666666666664,66.66666666666666,37.5,75.0,50.0,80.0
2014-07-28,0.0,100.0,50.0,100.0,11.11111111111111,22.22222222222222,33.333333333333336,41.66666666666667,11.11111111111111,61.11111111111111,33.333333333333336,70.83333333333334,46.66666666666667,76.66666666666667
2014-07-29,0.0,66.66666666666667,33.333333333333336,83.33333333333334,0.0,11.11111111111111,25.0,33.333333333333336,5.555555555555555,55.55555555555556,29.166666666666668,66.66666666666667,43.333333333333336,73.33333333333334
2014-07-30,0.0,100.0,16.666666666666668,100.0,0.0,0.0,16.666666666666668,25.0,0.0,50.0,25.0,62.50000000000001,40.0,70.0
2014-07-31,33.333333333333336,100.0,0.0,100.0,33.33333333333333,100.0,8.333333333333334,100.0,38.888888888888886,100.0,20.833333333333336,100.0,36.66666666666667,100.0
2014-08-01,0.0,100.0,0.0,100.0,22.22222222222222,100.0,0.0,100.0,33.33333333333333,100.0,16.666666666666668,100.0,33.333333333333336,100.0
2014-08-04,0.0,66.66666666666667,0.0,83.33333333333334,11.11111111111111,88.88888888888889,0.0,91.66666666666667,27.77777777777778,94.44444444444444,12.5,95.83333333333334,30.0,96.66666666666667
2014-08-05,0.0,33.333333333333336,16.666666666666668,66.66666666666667,0.0,77.77777777777777,25.0,83.33333333333334,22.22222222222222,88.88888888888889,8.333333333333334,91.66666666666667,26.666666666666668,93.33333333333334
2014-08-06,33.333333333333336,0.0,0.0,50.0,0.0,66.66666666666666,16.666666666666668,75.0,16.666666666666664,83.33333333333333,4.166666666666667,87.5,23.333333333333336,90.0
2014-08-07,0.0,66.66666666666667,0.0,33.333333333333336,0.0,55.55555555555556,8.333333333333334,66.66666666666667,11.11111111111111,77.77777777777777,0.0,83.33333333333334,20.0,86.66666666666667
2014-08-08,0.0,33.333333333333336,0.0,16.666666666666668,11.11111111111111,44.44444444444444,0.0,58.333333333333336,5.555555555555555,72.22222222222221,29.166666666666668,79.16666666666667,16.666666666666668,83.33333333333334
